min_lon,min_lat,max_lon,max_lat
-78.6,-0.4,-78.59099099099099,-0.390990990990991
-78.6,-0.390990990990991,-78.59099099099099,-0.38198198198198197
-78.6,-0.38198198198198197,-78.59099099099099,-0.37297297297297294
-78.6,-0.37297297297297294,-78.59099099099099,-0.3639639639639639
-78.6,-0.3639639639639639,-78.59099099099099,-0.3549549549549549
-78.6,-0.3549549549549549,-78.59099099099099,-0.34594594594594585
-78.6,-0.34594594594594585,-78.59099099099099,-0.3369369369369368
-78.6,-0.3369369369369368,-78.59099099099099,-0.3279279279279278
-78.6,-0.3279279279279278,-78.59099099099099,-0.31891891891891877
-78.6,-0.31891891891891877,-78.59099099099099,-0.30990990990990974
-78.6,-0.30990990990990974,-78.59099099099099,-0.3009009009009007
-78.6,-0.3009009009009007,-78.59099099099099,-0.2918918918918917
-78.6,-0.2918918918918917,-78.59099099099099,-0.28288288288288266
-78.6,-0.28288288288288266,-78.59099099099099,-0.27387387387387363
-78.6,-0.27387387387387363,-78.59099099099099,-0.2648648648648646
-78.6,-0.2648648648648646,-78.59099099099099,-0.2558558558558556
-78.6,-0.2558558558558556,-78.59099099099099,-0.24684684684684657
-78.6,-0.24684684684684655,-78.59099099099099,-0.23783783783783755
-78.6,-0.23783783783783752,-78.59099099099099,-0.22882882882882852
-78.6,-0.2288288288288285,-78.59099099099099,-0.2198198198198195
-78.6,-0.21981981981981946,-78.59099099099099,-0.21081081081081046
-78.6,-0.21081081081081043,-78.59099099099099,-0.20180180180180143
-78.6,-0.2018018018018014,-78.59099099099099,-0.1927927927927924
-78.6,-0.19279279279279238,-78.59099099099099,-0.18378378378378338
-78.6,-0.18378378378378335,-78.59099099099099,-0.17477477477477435
-78.6,-0.17477477477477432,-78.59099099099099,-0.16576576576576532
-78.6,-0.1657657657657653,-78.59099099099099,-0.1567567567567563
-78.6,-0.15675675675675627,-78.59099099099099,-0.14774774774774727
-78.6,-0.14774774774774724,-78.59099099099099,-0.13873873873873824
-78.6,-0.1387387387387382,-78.59099099099099,-0.1297297297297292
-78.6,-0.12972972972972918,-78.59099099099099,-0.12072072072072017
-78.6,-0.12072072072072015,-78.59099099099099,-0.11171171171171114
-78.6,-0.11171171171171113,-78.59099099099099,-0.10270270270270211
-78.6,-0.1027027027027021,-78.59099099099099,-0.09369369369369308
-78.59099099099099,-0.4,-78.58198198198198,-0.390990990990991
-78.59099099099099,-0.390990990990991,-78.58198198198198,-0.38198198198198197
-78.59099099099099,-0.38198198198198197,-78.58198198198198,-0.37297297297297294
-78.59099099099099,-0.37297297297297294,-78.58198198198198,-0.3639639639639639
-78.59099099099099,-0.3639639639639639,-78.58198198198198,-0.3549549549549549
-78.59099099099099,-0.3549549549549549,-78.58198198198198,-0.34594594594594585
-78.59099099099099,-0.34594594594594585,-78.58198198198198,-0.3369369369369368
-78.59099099099099,-0.3369369369369368,-78.58198198198198,-0.3279279279279278
-78.59099099099099,-0.3279279279279278,-78.58198198198198,-0.31891891891891877
-78.59099099099099,-0.31891891891891877,-78.58198198198198,-0.30990990990990974
-78.59099099099099,-0.30990990990990974,-78.58198198198198,-0.3009009009009007
-78.59099099099099,-0.3009009009009007,-78.58198198198198,-0.2918918918918917
-78.59099099099099,-0.2918918918918917,-78.58198198198198,-0.28288288288288266
-78.59099099099099,-0.28288288288288266,-78.58198198198198,-0.27387387387387363
-78.59099099099099,-0.27387387387387363,-78.58198198198198,-0.2648648648648646
-78.59099099099099,-0.2648648648648646,-78.58198198198198,-0.2558558558558556
-78.59099099099099,-0.2558558558558556,-78.58198198198198,-0.24684684684684657
-78.59099099099099,-0.24684684684684655,-78.58198198198198,-0.23783783783783755
-78.59099099099099,-0.23783783783783752,-78.58198198198198,-0.22882882882882852
-78.59099099099099,-0.2288288288288285,-78.58198198198198,-0.2198198198198195
-78.59099099099099,-0.21981981981981946,-78.58198198198198,-0.21081081081081046
-78.59099099099099,-0.21081081081081043,-78.58198198198198,-0.20180180180180143
-78.59099099099099,-0.2018018018018014,-78.58198198198198,-0.1927927927927924
-78.59099099099099,-0.19279279279279238,-78.58198198198198,-0.18378378378378338
-78.59099099099099,-0.18378378378378335,-78.58198198198198,-0.17477477477477435
-78.59099099099099,-0.17477477477477432,-78.58198198198198,-0.16576576576576532
-78.59099099099099,-0.1657657657657653,-78.58198198198198,-0.1567567567567563
-78.59099099099099,-0.15675675675675627,-78.58198198198198,-0.14774774774774727
-78.59099099099099,-0.14774774774774724,-78.58198198198198,-0.13873873873873824
-78.59099099099099,-0.1387387387387382,-78.58198198198198,-0.1297297297297292
-78.59099099099099,-0.12972972972972918,-78.58198198198198,-0.12072072072072017
-78.59099099099099,-0.12072072072072015,-78.58198198198198,-0.11171171171171114
-78.59099099099099,-0.11171171171171113,-78.58198198198198,-0.10270270270270211
-78.59099099099099,-0.1027027027027021,-78.58198198198198,-0.09369369369369308
-78.58198198198198,-0.4,-78.57297297297298,-0.390990990990991
-78.58198198198198,-0.390990990990991,-78.57297297297298,-0.38198198198198197
-78.58198198198198,-0.38198198198198197,-78.57297297297298,-0.37297297297297294
-78.58198198198198,-0.37297297297297294,-78.57297297297298,-0.3639639639639639
-78.58198198198198,-0.3639639639639639,-78.57297297297298,-0.3549549549549549
-78.58198198198198,-0.3549549549549549,-78.57297297297298,-0.34594594594594585
-78.58198198198198,-0.34594594594594585,-78.57297297297298,-0.3369369369369368
-78.58198198198198,-0.3369369369369368,-78.57297297297298,-0.3279279279279278
-78.58198198198198,-0.3279279279279278,-78.57297297297298,-0.31891891891891877
-78.58198198198198,-0.31891891891891877,-78.57297297297298,-0.30990990990990974
-78.58198198198198,-0.30990990990990974,-78.57297297297298,-0.3009009009009007
-78.58198198198198,-0.3009009009009007,-78.57297297297298,-0.2918918918918917
-78.58198198198198,-0.2918918918918917,-78.57297297297298,-0.28288288288288266
-78.58198198198198,-0.28288288288288266,-78.57297297297298,-0.27387387387387363
-78.58198198198198,-0.27387387387387363,-78.57297297297298,-0.2648648648648646
-78.58198198198198,-0.2648648648648646,-78.57297297297298,-0.2558558558558556
-78.58198198198198,-0.2558558558558556,-78.57297297297298,-0.24684684684684657
-78.58198198198198,-0.24684684684684655,-78.57297297297298,-0.23783783783783755
-78.58198198198198,-0.23783783783783752,-78.57297297297298,-0.22882882882882852
-78.58198198198198,-0.2288288288288285,-78.57297297297298,-0.2198198198198195
-78.58198198198198,-0.21981981981981946,-78.57297297297298,-0.21081081081081046
-78.58198198198198,-0.21081081081081043,-78.57297297297298,-0.20180180180180143
-78.58198198198198,-0.2018018018018014,-78.57297297297298,-0.1927927927927924
-78.58198198198198,-0.19279279279279238,-78.57297297297298,-0.18378378378378338
-78.58198198198198,-0.18378378378378335,-78.57297297297298,-0.17477477477477435
-78.58198198198198,-0.17477477477477432,-78.57297297297298,-0.16576576576576532
-78.58198198198198,-0.1657657657657653,-78.57297297297298,-0.1567567567567563
-78.58198198198198,-0.15675675675675627,-78.57297297297298,-0.14774774774774727
-78.58198198198198,-0.14774774774774724,-78.57297297297298,-0.13873873873873824
-78.58198198198198,-0.1387387387387382,-78.57297297297298,-0.1297297297297292
-78.58198198198198,-0.12972972972972918,-78.57297297297298,-0.12072072072072017
-78.58198198198198,-0.12072072072072015,-78.57297297297298,-0.11171171171171114
-78.58198198198198,-0.11171171171171113,-78.57297297297298,-0.10270270270270211
-78.58198198198198,-0.1027027027027021,-78.57297297297298,-0.09369369369369308
-78.57297297297298,-0.4,-78.56396396396397,-0.390990990990991
-78.57297297297298,-0.390990990990991,-78.56396396396397,-0.38198198198198197
-78.57297297297298,-0.38198198198198197,-78.56396396396397,-0.37297297297297294
-78.57297297297298,-0.37297297297297294,-78.56396396396397,-0.3639639639639639
-78.57297297297298,-0.3639639639639639,-78.56396396396397,-0.3549549549549549
-78.57297297297298,-0.3549549549549549,-78.56396396396397,-0.34594594594594585
-78.57297297297298,-0.34594594594594585,-78.56396396396397,-0.3369369369369368
-78.57297297297298,-0.3369369369369368,-78.56396396396397,-0.3279279279279278
-78.57297297297298,-0.3279279279279278,-78.56396396396397,-0.31891891891891877
-78.57297297297298,-0.31891891891891877,-78.56396396396397,-0.30990990990990974
-78.57297297297298,-0.30990990990990974,-78.56396396396397,-0.3009009009009007
-78.57297297297298,-0.3009009009009007,-78.56396396396397,-0.2918918918918917
-78.57297297297298,-0.2918918918918917,-78.56396396396397,-0.28288288288288266
-78.57297297297298,-0.28288288288288266,-78.56396396396397,-0.27387387387387363
-78.57297297297298,-0.27387387387387363,-78.56396396396397,-0.2648648648648646
-78.57297297297298,-0.2648648648648646,-78.56396396396397,-0.2558558558558556
-78.57297297297298,-0.2558558558558556,-78.56396396396397,-0.24684684684684657
-78.57297297297298,-0.24684684684684655,-78.56396396396397,-0.23783783783783755
-78.57297297297298,-0.23783783783783752,-78.56396396396397,-0.22882882882882852
-78.57297297297298,-0.2288288288288285,-78.56396396396397,-0.2198198198198195
-78.57297297297298,-0.21981981981981946,-78.56396396396397,-0.21081081081081046
-78.57297297297298,-0.21081081081081043,-78.56396396396397,-0.20180180180180143
-78.57297297297298,-0.2018018018018014,-78.56396396396397,-0.1927927927927924
-78.57297297297298,-0.19279279279279238,-78.56396396396397,-0.18378378378378338
-78.57297297297298,-0.18378378378378335,-78.56396396396397,-0.17477477477477435
-78.57297297297298,-0.17477477477477432,-78.56396396396397,-0.16576576576576532
-78.57297297297298,-0.1657657657657653,-78.56396396396397,-0.1567567567567563
-78.57297297297298,-0.15675675675675627,-78.56396396396397,-0.14774774774774727
-78.57297297297298,-0.14774774774774724,-78.56396396396397,-0.13873873873873824
-78.57297297297298,-0.1387387387387382,-78.56396396396397,-0.1297297297297292
-78.57297297297298,-0.12972972972972918,-78.56396396396397,-0.12072072072072017
-78.57297297297298,-0.12072072072072015,-78.56396396396397,-0.11171171171171114
-78.57297297297298,-0.11171171171171113,-78.56396396396397,-0.10270270270270211
-78.57297297297298,-0.1027027027027021,-78.56396396396397,-0.09369369369369308
-78.56396396396397,-0.4,-78.55495495495497,-0.390990990990991
-78.56396396396397,-0.390990990990991,-78.55495495495497,-0.38198198198198197
-78.56396396396397,-0.38198198198198197,-78.55495495495497,-0.37297297297297294
-78.56396396396397,-0.37297297297297294,-78.55495495495497,-0.3639639639639639
-78.56396396396397,-0.3639639639639639,-78.55495495495497,-0.3549549549549549
-78.56396396396397,-0.3549549549549549,-78.55495495495497,-0.34594594594594585
-78.56396396396397,-0.34594594594594585,-78.55495495495497,-0.3369369369369368
-78.56396396396397,-0.3369369369369368,-78.55495495495497,-0.3279279279279278
-78.56396396396397,-0.3279279279279278,-78.55495495495497,-0.31891891891891877
-78.56396396396397,-0.31891891891891877,-78.55495495495497,-0.30990990990990974
-78.56396396396397,-0.30990990990990974,-78.55495495495497,-0.3009009009009007
-78.56396396396397,-0.3009009009009007,-78.55495495495497,-0.2918918918918917
-78.56396396396397,-0.2918918918918917,-78.55495495495497,-0.28288288288288266
-78.56396396396397,-0.28288288288288266,-78.55495495495497,-0.27387387387387363
-78.56396396396397,-0.27387387387387363,-78.55495495495497,-0.2648648648648646
-78.56396396396397,-0.2648648648648646,-78.55495495495497,-0.2558558558558556
-78.56396396396397,-0.2558558558558556,-78.55495495495497,-0.24684684684684657
-78.56396396396397,-0.24684684684684655,-78.55495495495497,-0.23783783783783755
-78.56396396396397,-0.23783783783783752,-78.55495495495497,-0.22882882882882852
-78.56396396396397,-0.2288288288288285,-78.55495495495497,-0.2198198198198195
-78.56396396396397,-0.21981981981981946,-78.55495495495497,-0.21081081081081046
-78.56396396396397,-0.21081081081081043,-78.55495495495497,-0.20180180180180143
-78.56396396396397,-0.2018018018018014,-78.55495495495497,-0.1927927927927924
-78.56396396396397,-0.19279279279279238,-78.55495495495497,-0.18378378378378338
-78.56396396396397,-0.18378378378378335,-78.55495495495497,-0.17477477477477435
-78.56396396396397,-0.17477477477477432,-78.55495495495497,-0.16576576576576532
-78.56396396396397,-0.1657657657657653,-78.55495495495497,-0.1567567567567563
-78.56396396396397,-0.15675675675675627,-78.55495495495497,-0.14774774774774727
-78.56396396396397,-0.14774774774774724,-78.55495495495497,-0.13873873873873824
-78.56396396396397,-0.1387387387387382,-78.55495495495497,-0.1297297297297292
-78.56396396396397,-0.12972972972972918,-78.55495495495497,-0.12072072072072017
-78.56396396396397,-0.12072072072072015,-78.55495495495497,-0.11171171171171114
-78.56396396396397,-0.11171171171171113,-78.55495495495497,-0.10270270270270211
-78.56396396396397,-0.1027027027027021,-78.55495495495497,-0.09369369369369308
-78.55495495495497,-0.4,-78.54594594594596,-0.390990990990991
-78.55495495495497,-0.390990990990991,-78.54594594594596,-0.38198198198198197
-78.55495495495497,-0.38198198198198197,-78.54594594594596,-0.37297297297297294
-78.55495495495497,-0.37297297297297294,-78.54594594594596,-0.3639639639639639
-78.55495495495497,-0.3639639639639639,-78.54594594594596,-0.3549549549549549
-78.55495495495497,-0.3549549549549549,-78.54594594594596,-0.34594594594594585
-78.55495495495497,-0.34594594594594585,-78.54594594594596,-0.3369369369369368
-78.55495495495497,-0.3369369369369368,-78.54594594594596,-0.3279279279279278
-78.55495495495497,-0.3279279279279278,-78.54594594594596,-0.31891891891891877
-78.55495495495497,-0.31891891891891877,-78.54594594594596,-0.30990990990990974
-78.55495495495497,-0.30990990990990974,-78.54594594594596,-0.3009009009009007
-78.55495495495497,-0.3009009009009007,-78.54594594594596,-0.2918918918918917
-78.55495495495497,-0.2918918918918917,-78.54594594594596,-0.28288288288288266
-78.55495495495497,-0.28288288288288266,-78.54594594594596,-0.27387387387387363
-78.55495495495497,-0.27387387387387363,-78.54594594594596,-0.2648648648648646
-78.55495495495497,-0.2648648648648646,-78.54594594594596,-0.2558558558558556
-78.55495495495497,-0.2558558558558556,-78.54594594594596,-0.24684684684684657
-78.55495495495497,-0.24684684684684655,-78.54594594594596,-0.23783783783783755
-78.55495495495497,-0.23783783783783752,-78.54594594594596,-0.22882882882882852
-78.55495495495497,-0.2288288288288285,-78.54594594594596,-0.2198198198198195
-78.55495495495497,-0.21981981981981946,-78.54594594594596,-0.21081081081081046
-78.55495495495497,-0.21081081081081043,-78.54594594594596,-0.20180180180180143
-78.55495495495497,-0.2018018018018014,-78.54594594594596,-0.1927927927927924
-78.55495495495497,-0.19279279279279238,-78.54594594594596,-0.18378378378378338
-78.55495495495497,-0.18378378378378335,-78.54594594594596,-0.17477477477477435
-78.55495495495497,-0.17477477477477432,-78.54594594594596,-0.16576576576576532
-78.55495495495497,-0.1657657657657653,-78.54594594594596,-0.1567567567567563
-78.55495495495497,-0.15675675675675627,-78.54594594594596,-0.14774774774774727
-78.55495495495497,-0.14774774774774724,-78.54594594594596,-0.13873873873873824
-78.55495495495497,-0.1387387387387382,-78.54594594594596,-0.1297297297297292
-78.55495495495497,-0.12972972972972918,-78.54594594594596,-0.12072072072072017
-78.55495495495497,-0.12072072072072015,-78.54594594594596,-0.11171171171171114
-78.55495495495497,-0.11171171171171113,-78.54594594594596,-0.10270270270270211
-78.55495495495497,-0.1027027027027021,-78.54594594594596,-0.09369369369369308
-78.54594594594596,-0.4,-78.53693693693695,-0.390990990990991
-78.54594594594596,-0.390990990990991,-78.53693693693695,-0.38198198198198197
-78.54594594594596,-0.38198198198198197,-78.53693693693695,-0.37297297297297294
-78.54594594594596,-0.37297297297297294,-78.53693693693695,-0.3639639639639639
-78.54594594594596,-0.3639639639639639,-78.53693693693695,-0.3549549549549549
-78.54594594594596,-0.3549549549549549,-78.53693693693695,-0.34594594594594585
-78.54594594594596,-0.34594594594594585,-78.53693693693695,-0.3369369369369368
-78.54594594594596,-0.3369369369369368,-78.53693693693695,-0.3279279279279278
-78.54594594594596,-0.3279279279279278,-78.53693693693695,-0.31891891891891877
-78.54594594594596,-0.31891891891891877,-78.53693693693695,-0.30990990990990974
-78.54594594594596,-0.30990990990990974,-78.53693693693695,-0.3009009009009007
-78.54594594594596,-0.3009009009009007,-78.53693693693695,-0.2918918918918917
-78.54594594594596,-0.2918918918918917,-78.53693693693695,-0.28288288288288266
-78.54594594594596,-0.28288288288288266,-78.53693693693695,-0.27387387387387363
-78.54594594594596,-0.27387387387387363,-78.53693693693695,-0.2648648648648646
-78.54594594594596,-0.2648648648648646,-78.53693693693695,-0.2558558558558556
-78.54594594594596,-0.2558558558558556,-78.53693693693695,-0.24684684684684657
-78.54594594594596,-0.24684684684684655,-78.53693693693695,-0.23783783783783755
-78.54594594594596,-0.23783783783783752,-78.53693693693695,-0.22882882882882852
-78.54594594594596,-0.2288288288288285,-78.53693693693695,-0.2198198198198195
-78.54594594594596,-0.21981981981981946,-78.53693693693695,-0.21081081081081046
-78.54594594594596,-0.21081081081081043,-78.53693693693695,-0.20180180180180143
-78.54594594594596,-0.2018018018018014,-78.53693693693695,-0.1927927927927924
-78.54594594594596,-0.19279279279279238,-78.53693693693695,-0.18378378378378338
-78.54594594594596,-0.18378378378378335,-78.53693693693695,-0.17477477477477435
-78.54594594594596,-0.17477477477477432,-78.53693693693695,-0.16576576576576532
-78.54594594594596,-0.1657657657657653,-78.53693693693695,-0.1567567567567563
-78.54594594594596,-0.15675675675675627,-78.53693693693695,-0.14774774774774727
-78.54594594594596,-0.14774774774774724,-78.53693693693695,-0.13873873873873824
-78.54594594594596,-0.1387387387387382,-78.53693693693695,-0.1297297297297292
-78.54594594594596,-0.12972972972972918,-78.53693693693695,-0.12072072072072017
-78.54594594594596,-0.12072072072072015,-78.53693693693695,-0.11171171171171114
-78.54594594594596,-0.11171171171171113,-78.53693693693695,-0.10270270270270211
-78.54594594594596,-0.1027027027027021,-78.53693693693695,-0.09369369369369308
-78.53693693693695,-0.4,-78.52792792792795,-0.390990990990991
-78.53693693693695,-0.390990990990991,-78.52792792792795,-0.38198198198198197
-78.53693693693695,-0.38198198198198197,-78.52792792792795,-0.37297297297297294
-78.53693693693695,-0.37297297297297294,-78.52792792792795,-0.3639639639639639
-78.53693693693695,-0.3639639639639639,-78.52792792792795,-0.3549549549549549
-78.53693693693695,-0.3549549549549549,-78.52792792792795,-0.34594594594594585
-78.53693693693695,-0.34594594594594585,-78.52792792792795,-0.3369369369369368
-78.53693693693695,-0.3369369369369368,-78.52792792792795,-0.3279279279279278
-78.53693693693695,-0.3279279279279278,-78.52792792792795,-0.31891891891891877
-78.53693693693695,-0.31891891891891877,-78.52792792792795,-0.30990990990990974
-78.53693693693695,-0.30990990990990974,-78.52792792792795,-0.3009009009009007
-78.53693693693695,-0.3009009009009007,-78.52792792792795,-0.2918918918918917
-78.53693693693695,-0.2918918918918917,-78.52792792792795,-0.28288288288288266
-78.53693693693695,-0.28288288288288266,-78.52792792792795,-0.27387387387387363
-78.53693693693695,-0.27387387387387363,-78.52792792792795,-0.2648648648648646
-78.53693693693695,-0.2648648648648646,-78.52792792792795,-0.2558558558558556
-78.53693693693695,-0.2558558558558556,-78.52792792792795,-0.24684684684684657
-78.53693693693695,-0.24684684684684655,-78.52792792792795,-0.23783783783783755
-78.53693693693695,-0.23783783783783752,-78.52792792792795,-0.22882882882882852
-78.53693693693695,-0.2288288288288285,-78.52792792792795,-0.2198198198198195
-78.53693693693695,-0.21981981981981946,-78.52792792792795,-0.21081081081081046
-78.53693693693695,-0.21081081081081043,-78.52792792792795,-0.20180180180180143
-78.53693693693695,-0.2018018018018014,-78.52792792792795,-0.1927927927927924
-78.53693693693695,-0.19279279279279238,-78.52792792792795,-0.18378378378378338
-78.53693693693695,-0.18378378378378335,-78.52792792792795,-0.17477477477477435
-78.53693693693695,-0.17477477477477432,-78.52792792792795,-0.16576576576576532
-78.53693693693695,-0.1657657657657653,-78.52792792792795,-0.1567567567567563
-78.53693693693695,-0.15675675675675627,-78.52792792792795,-0.14774774774774727
-78.53693693693695,-0.14774774774774724,-78.52792792792795,-0.13873873873873824
-78.53693693693695,-0.1387387387387382,-78.52792792792795,-0.1297297297297292
-78.53693693693695,-0.12972972972972918,-78.52792792792795,-0.12072072072072017
-78.53693693693695,-0.12072072072072015,-78.52792792792795,-0.11171171171171114
-78.53693693693695,-0.11171171171171113,-78.52792792792795,-0.10270270270270211
-78.53693693693695,-0.1027027027027021,-78.52792792792795,-0.09369369369369308
-78.52792792792795,-0.4,-78.51891891891894,-0.390990990990991
-78.52792792792795,-0.390990990990991,-78.51891891891894,-0.38198198198198197
-78.52792792792795,-0.38198198198198197,-78.51891891891894,-0.37297297297297294
-78.52792792792795,-0.37297297297297294,-78.51891891891894,-0.3639639639639639
-78.52792792792795,-0.3639639639639639,-78.51891891891894,-0.3549549549549549
-78.52792792792795,-0.3549549549549549,-78.51891891891894,-0.34594594594594585
-78.52792792792795,-0.34594594594594585,-78.51891891891894,-0.3369369369369368
-78.52792792792795,-0.3369369369369368,-78.51891891891894,-0.3279279279279278
-78.52792792792795,-0.3279279279279278,-78.51891891891894,-0.31891891891891877
-78.52792792792795,-0.31891891891891877,-78.51891891891894,-0.30990990990990974
-78.52792792792795,-0.30990990990990974,-78.51891891891894,-0.3009009009009007
-78.52792792792795,-0.3009009009009007,-78.51891891891894,-0.2918918918918917
-78.52792792792795,-0.2918918918918917,-78.51891891891894,-0.28288288288288266
-78.52792792792795,-0.28288288288288266,-78.51891891891894,-0.27387387387387363
-78.52792792792795,-0.27387387387387363,-78.51891891891894,-0.2648648648648646
-78.52792792792795,-0.2648648648648646,-78.51891891891894,-0.2558558558558556
-78.52792792792795,-0.2558558558558556,-78.51891891891894,-0.24684684684684657
-78.52792792792795,-0.24684684684684655,-78.51891891891894,-0.23783783783783755
-78.52792792792795,-0.23783783783783752,-78.51891891891894,-0.22882882882882852
-78.52792792792795,-0.2288288288288285,-78.51891891891894,-0.2198198198198195
